Bike Type,Age Range,Wheel Size,Number of Speeds,Brake Style,Frame Material,Suspension Type,Review,review_word_count,Has_Relevant_Attribute_Info,Attribute_Related_Content,Synthesized_Customer_Needs
2,0,0,0,0,1,2,"The bike, once assembled, is even more shiny and pretty than the pictures.  It's a super cool toddler bike, one they can grow into and my little one loves it.  We use the training wheels and they aren't very sturdy...they get the job done, but not the best training wheels...we have to carry the wrench with us to keep tightening them as he rides.  Otherwise, the bike is really nice quality, sturdy and the little bell is adorable.",78,Yes,Age Range of bicycle rider: toddler,The bicycle is suitable for toddlers.
0,3,2,4,0,0,0,"This was my first road bike. I was looking for a bike to commute to and from work, and pretty much nothing more. I don't know much about bikes or cycling, but I had my brother, who is a great triathlete and into cycling, look at this bike. He said the the bike looked really good for the price and that the components were from a very good company. He said the things I would most likely have to replace would be the shifters and breaks because they go the fastest. And really the shifters are the only issue I have with this bike. I really do not like the shifters. I don't know if I got a bad batch or what, but the gears stick often, and the chain rattles a lot as if I'm always in between gears. There's really only two gears I can be in when it doesn't sound like the chain is rattling.  Other then that I am happy with the bike, and it makes a great bike to commute to work.<br /><br />The bike comes in a box and is very easy to put together. I'm sure you can take it to a bike shop and they will put it together for you for a fee. I put mine together myself, and then took it to a bike shop for a tune up to make sure everything was put together correctly. I would recommend this bike to someone starting out in cycling or someone looking just for a commuter bike. If you are looking to get more into cycling and like this bike, I would say upgrade the components, cause I would hate to have these shifters in a race.",286,Yes,"Bike Type: road bike  
Number of Speeds: gears","The bicycle should be suitable for road cycling.  
The bicycle should have multiple gears for varying speeds."
0,3,2,4,3,1,0,"I am at a three right now.  The packaging on this bike was horrible,  It was all torn up and hard to move since the bike was just thrown in there and would just move all around when you moved the box.  Gives you a good understanding of why the box was all torn up.  I am also struggling with the direction on how to assemble.  I am slowly working through it but they are not super helpful.  I am at the point of adjusting the front brakes.  All in all, it looks pretty good assembled and I am unsure of how it rides yet.  All in all, I like it so far.",113,Yes,Brake Style: front brakes,The bicycle has front brakes that provide reliable stopping power.
2,0,1,0,1,1,1,"Not very satisfied<br />I both this bike for my 3,5 years old, when the bike arrive the back wheel was flat after I tried to fill it up with air it last a few minutes so I had to buy a new inertube, next day we where riding and one of the pedal fell off a second was almost off as well I had to buy a new pedals as well, I wish at least I will be able to get reimbursement for the new pedals",86,Yes,Age Range of bicycle rider: Preschool,The bicycle is suitable for preschool-aged children.
2,0,0,0,1,1,1,"A couple weeks after giving this to my kids, I taught my three oldest kids (6, 5, and 3) how to ride a real bike within 30 minutes of each other.  How awesome!!!  Let's them learn how to balance while sitting down.  Adding pedaling is pretty easy!",47,Yes,"Age Range of bicycle rider: 6, 5, and 3","The bicycle accommodates riders aged 3, 5, and 6."
3,1,1,0,1,1,2,"Got the legion L18 for my 7 yr. A little big for him now, but he'll grow into it well by next year. Took about 15 minutes to assemble. Not even really an assembly, just front tire, handle bars, pedals and seat. Rear brake came assembled and worked great. This bike is fast. I'm 5'10"" and that thing moves with me on it. The rims are true. Whole bike is very sturdy. Very pleased with it so far. Should hold up well at the parks.",85,Yes,"Bike Type: Legion L18
Age Range of bicycle rider: 7 yr
Brake Style: Rear brake
Frame Material: Very sturdy (implies robust construction, often associated with material like steel or aluminum)","The bicycle should be suitable for a 7-year-old rider.  
The bicycle should have a rear brake.  
The bicycle should have a very sturdy and robust frame."
1,3,2,4,3,0,0,"Need more power 48V / 500W. It is extremely easy to assemble, fold, and use. I am 6ft 225lbs. Very comfortable. Downside it takes 2 batteries for 30 mile ride. About 15m each with pedal use. Not easy to pedal without battery assistance. I have biked thousands of miles. For long distance you either need a light bike or battery assisted. I also love the no spoke look. Spokes add a lot of maintenance.",74,Yes,"Bike Type: Electric Bikes
Age Range of bicycle rider: Adult
Wheel Size: No spoke look
Brake Style: Not mentioned
Frame Material: Not mentioned
Suspension Type: Not mentioned","The bicycle should be suitable for adult riders.  
The bicycle should have an electric motor for assisted pedaling.  
The wheels should have a design without visible spokes."
1,3,2,2,2,0,2,"Just got my bike in the mail Thursday. Put it together on Friday (having some headache getting to front break to work proper) but hey, they back one stops me too  :)<br />I love it!  I have been riding a hybrid bike for years and this is SOOOO much better.  You will not be winning the Tour De France with it, but sweet Jebus, sitting straight up and enjoying the ride is delightful.  The bike is not heavy and rides like a dream.  Its like switching from a Saturn to a Lexus.  If you wanna just cruise and enjoy the scenery or ride with your kids... GET THIS BIKE<br />You will not regret it<br /><br />I have never gotten a bike online before...but this was so easy and such a winner, I hope these guys at sixthreezero are around for a long ass time",144,Yes,"Bike Type: hybrid bike  
Brake Style: front break","The bike should be suitable for versatile riding conditions.  
The front brake should provide reliable stopping power."
1,3,1,1,1,1,0,"Great price on an E-Bike.  I like that you can either use pedal assist or use the assist as needed.  It is a heavy duty bike with a cute plastic basket.  I tried to assemble it myself, but had to have my husband to finish it.",46,Yes,Bike Type: Electric Bikes,The customer needs an electric bike.
2,0,0,0,0,1,2,"The product seems to be well built and the amount of assembly required is minimal.  However the ad leads one to believe the 20"" bike has coaster brakes and it does not.  Secondly the assembly instructions are printed in a very small print and try to cover all the bike sizes offered.  Some assembly instructions are missing like how to install the wheel fenders on the 20"" bike. Not a big deal if you have any mechanical aptitude.",78,Yes,"Bike Type: 20"" bike
Brake Style: coaster brakes","The bike needs to be suitable for a 20"" size.
The bike needs to have coaster brakes."
0,3,2,4,3,0,1,"Excellent bike. Rode it from Baton Rouge La to Wichita Falls Tx. Assembled and tuned bike myself, after watching hours of Park Tool videos on derailleur and some other videos on brakes,washing and lubricating. I like this bike better than my Trek. Although I think they're getting lazy. The only reason I gave it 4 stars is because I lost a rear derailleur hanger bracket bolt and called Vilano Bikes to buy a replacement. But they acted like they didn't know anything about the Bike(the one they claim to manufacture), even after talking to the techs there. Had to go to Capitol Cyclery in Baton Rouge, and without the bike I showed the tech the same pictures I sent Vilano Bikes and in half a second they handed me two set of fasteners for a bike they don't sell. Vilano Bikes in fact didn't know about the spokes as well and same results with Capitol Cyclery, two seconds later they told me what I needed to know and sold me some spare spokes. My theory is they do not build the bikes, but buy the parts and assemble them and slap a sticker on it and call it &#34;hand made&#34;. Please don't let my rant about the company's ethics detract from the product itself. The bike is awesome and tried to buy their Women's Classic Urban Commuter Single Speed Bike, but China hasn't sent them the frames yet so I went with Diamondback Serene Classic here on Amazon for FAR less than they wanted at the Local Bike Shop. Plus I won't get charged 150 Dollars for assembly and tuning, you know, putting on the front wheel, handlebars and the pedals. Then tune the already adjusted drive train and brakes. Don't get me wrong, they know their stuff. They are just pirates. I think the bike is great because it was most likely built in China, and who knows bikes better the several hundred million bike riders.<br /><br />Update 10/18/2018: I have ridden this bike from Baton Rouge to Reno Nv. My route took me from Baton Rouge, Reno, San Fransisco, Santa Barbara, Palmdale, Bishop, Mammoth and Finally Reno again. With typical maintenance, I hate to say it but I love this bike. Going to get a trailer and ride to the east coast during the winter.",387,Yes,"Bike Type: Urban Commuter Single Speed Bike  
Number of Speeds: Single Speed","The bicycle should be suitable for urban commuting.  
The bicycle should have a single speed."
3,2,1,0,1,1,2,"Bike arrived three days ahead of schedule and assembled right up.  There is an included multi tool but it wasn't strong enough to tighten the seat post to the frame so my hex sockets got the job done.  This is my son's second Mafiabike as he outgrew his 18"" Madmain model.  That bike was ridden hard and left outside and it is still in great shape.  He likes this bike.  I picked a steel frame because he rides the parks and pump track but doesn't race.  He rides Motocross for racing and this is just a compliment to that.  This is a good value for this bike.  It has pro geometry and decent components.  The tires alone are $30 apiece plus shipping.  This is way better than any Walmart bike at this pricepoint.  The seat is horrible to me but no complaints from my son.  If your kid is already racing BMX seriously then go spend the $350 plus for an alloy frame, seald bearings, and high end components but if they are just beginning or want a park bike or neighborhood thrasher this is a great purchase.",188,Yes,"Bike Type: BMX, park bike
Age Range: Children, Teen
Frame Material: Steel, alloy","The bicycle should be suitable for BMX and park riding.  
It should be appropriate for children and teenagers.  
The frame should be made of steel or alloy materials."
2,3,2,4,1,0,0,I spent several days shopping for this bike ...I selected it for the frame style ..notice the low middle makes it easier to hop off and the folding aspect was a must ...I have to say this bike exceeded my expectations.. it's solid and takes any situation with ease .  Shifting is smooth along with the ride .  Couldn't he happier<br />I absolutely recommend this bike<br /><br />Ps...assembly was a breeze,71,Yes,"Bike Type: Folding Bike
Frame Material: Solid","The bicycle is easy to store and transport.
The bicycle is durable and sturdy."
2,0,0,0,1,1,1,Great first bike for my son! He absolutely loved it and was so excited so ride around the house on it. The seat doesn't go down quite as much as I'd hoped but he will fit it nicely in no time. He's almost 2 so I may have got a little ahead of myself when buying it. It was easy to put together and haven't had any issues with it!,70,Yes,Age Range of bicycle rider: Preschool,The bicycle is suitable for preschool-aged children.
2,0,0,0,1,1,1,I bought this for my 3 year old grand daughter and she loves it. My 6 year old played with it as well and in two days she was riding her regular bike without training wheels. I wish I had one of these when my kids were small.,48,Yes,"Age Range of bicycle rider: Preschool, Children",The bicycle is suitable for preschool and children riders.
1,1,3,0,3,3,0,"My son is 9.<br />65lbs and this bike is his favorite!<br />He would ride all day if let him. It runs great on grass, dirt and the road. The best is obviously the road but I was shocked at how great this thing did in the grass. I've had no problem with the battery life of it but then again he usually only rides it for about an hour at a time and he always plugs it in afterwards so we've never had it die on us. It comes fully assembled all you do is put the handle bar on, super easy it took 5 mins. Would definitely recommend",109,Yes,"Age Range of bicycle rider: 9  
Brake Style: Coaster / Foot Brakes","The bicycle is suitable for a 9-year-old rider.  
The bicycle has coaster or foot brakes."
0,2,2,2,3,1,1,Nice sturdy bike. Haven’t ridden yet but My battery charger doesn’t light up at all. Does that mean it’s bad?  The battery has some charge in it.<br /><br />Update:  battery charger has short in it and back disk brake inoperative per bike shop I took to to see if they could adjust. Bad felt in motor. Wanting return and a refund.<br /><br />UPDATE:<br />Back brake defective as per professional bike shop. Requested return/refund from seller. They finally replied “ok” but had to deal with Amazon for refund and return label. Amazon is cooperative and say will issue refund and send a return label.<br /><br />9/3<br />Back and forth emails to both seller and Amazon re this defective bike. Emails from Amazon confirming I will get a full refund But I put in dispute just to be safe. Awaiting what to do with this bike now boxed and wanting out of my house!!<br /><br />9/7. Still no answer from either,159,Yes,"Bike Type: Electric Bikes
Brake Style: Disc Brakes","The bicycle needs to be an electric bike.  
The bicycle needs to have disc brakes."
2,1,1,0,0,1,2,Great bike for our toddler girl. She loves it and it’s sturdy and easy to ride. Only complaint is the bell doesn’t work well but we can get a new one down the road. Came with cute stickers to decorate too,41,Yes,Age Range of bicycle rider: Toddler,The bicycle is suitable for a toddler rider.
1,3,1,2,3,0,0,"I live in a mountainous area. As I get older, the slopes become steeper and steeper. As a result, I can no longer ride an ordinary bicycle. I used to go to the local gym a few times a week to exercise, but due to the pandemic holiday and related health issues, finding a good exercise method has become more challenging. After much deliberation, I decided to try an electric bike to see how much a hillside can help. Most of the time, I will still ride like a normal bicycle, trying to ride on the hillside alone, but when the riding becomes too difficult, I can step on the button and pedal to assist, and then I can effortlessly Climbed up the mountain. on the hill. It feels like someone is pushing. Although it sounds like a deception to some people, to me it is a way to enjoy cycling regularly because he knows that the hills are so vast that it doesn’t have to be so hard to go home. This bike works in line with the advertising campaign, and I recommend it to everyone who intends to buy it.",192,Yes,Bike Type: Electric Bikes,The customer needs an electric bike.
3,0,0,0,0,1,2,"I purchased this bike for our 4 and 1/2 year old daughter, and she absolutely loves it!<br /><br />While it did arrive only partially assembled, all the sections were well protected and secure for shipping.  The instructions were clear, although they are written somewhat generally (not specific for this bike).  They also seem to include an abundance of warnings (&#34;If you don't do this correctly, it can cause DEATH!&#34;)  In the end, it probably took no more than 45 minutes to put it all together (mostly due to time spent double-checking after reading the dire warnings...)<br /><br />For a first bike, this seems a great choice!",106,Yes,Age Range of bicycle rider: Preschool,The bicycle is suitable for preschool-aged children.
0,3,2,4,3,0,1,"In essence, this is a very pretty bike that holds up to rather rough terrain and is just as comfortable to ride as my old bike. And while I am enjoying the bike, I would not buy it again.<br /><br />First, I bought the 17.5” frame if I recall correctly, which was $490 when I bought it - it’s now listed at ~$630. This bike was rarely worth $490, and that jump is just straight up greed. At that price go to your local bike store, cause you can honestly find something more built for mountain biking at the same price point (~$600), maybe for even cheaper.<br /><br />But the price isn’t the real issue here. What the issue is, is the lack of care even put into building this bike. It works, but the tape that’s supposed to go over the spoke holes isn’t lined up in the some spots so the holes are exposed to the tube. And the tape also likes to come up with my tube whenever I need to change the tires.<br /><br />The tires. They’re trash. They’re not built for mountain biking. They’re thin altogether, and incredibly thin on the sides. I had to replace the tubes with thorn resistance ones, and literally it’s been just about a week and the front tube popped again, first time a thorn resistant tube popped on me, and the first time a tube popped that quickly. -EDIT: The tires are on the cheaper side, but they aren't as bad as I initially believed.<br /><br />I’ve put in probably 100+ miles into the bike since I’ve had it, and again the overall build isn’t bad, but if I knew what I knew now, I would just go to the bike store. I bought on here thinking I’d have to spend way more for a bike, but that’s not the case. And the $ I’ve had to put into it despite only having the bike for about a month is pathetic.",332,Yes,"Bike Type: Mountain Bikes
Frame Material: 17.5” frame
Suspension Type: The overall build isn’t bad",The bicycle should have a durable and well-constructed overall build.
0,3,3,0,3,1,1,"I bought mine for 20% off  ($550) directly from State in December of 2015. It was easy to assemble and unlike other reviewers I didn't run into any quality issues. Components and weight (34 lbs) were about what I expected for $550.  I've ridden it about 30 miles over the past  month, all on snow.  The stock CST tires have provided adequate traction on snow and even ice to some extent.  The (one) size fits me fine at 6-1 and 180 lbs. So far it's been great and a real fun ride, except....going up hills or trying to power through soft snow where the chain skips the rear sprocket.  This can be very frustrating. A larger rear sprocket doesn't appear to be available. My tensioner has a single cog, in the pictures it shows a dual-cog tensioner like a derailleur so maybe that would help get more wrap- or I could upgrade to a cassette but I really like the simplicity of a single speed.  Otherwise, it's been a good bike so far.  If I can fix the chain skip I'll be happy with it.",185,Yes,"Bike Type: Single speed
Weight: 34 lbs
Number of Speeds: Single speed","The bicycle is lightweight.
The bicycle has a simple single-speed design."
0,3,2,2,3,0,1,"Had the bike already for 3 months and don't have a single complaint. Been riding in the city, on bike trails, etc and this bike handles, shifts and rides well. Decent weight for a 21 speed, 29"" mountain bike, about 32 lbs. Fairly simple to carry up and down a few flights of stairs (4th Floor).<br />Bike looks way more than the price I paid for. Honestly think you can not find a better deal for an aluminium frame, front shock, 21 speed, 29"" mountain bike with mag wheels. Only issue (if it's even one to some) to me are the welds; they're not properly grinded/sanded and they stand out when they shouldn't. It should be a smooth weld. Other than that this is definitely a ""bang for your buck"" type of bike.",133,Yes,"Bike Type: mountain bike
Wheel Size: 29""
Number of Speeds: 21 speed, 21 speed
Brake Style: mag wheels
Frame Material: aluminium frame
Suspension Type: front shock","The bike is suitable for mountain riding.  
The bike has large wheels for better terrain handling.  
The bike offers multiple speeds for varied riding conditions.  
The bike uses mag wheels for braking.  
The bike has a lightweight frame.  
The bike includes front suspension for shock absorption."
2,1,0,0,0,1,2,This is a sturdy well made bike and affordable our four year old son loves it and can't stop riding it and talking about how much he loves his new green big boy bike id definately recommend this its good looking and durable and so easy and fast to assemble,50,Yes,Age Range of bicycle rider: four year old,The bicycle is suitable for a four-year-old rider.
1,3,2,4,3,0,0,"We bought this bike almost a year ago (December) and my son rides it every day to and from school. School is about 3 miles straight up a huge hill. KInd of like a San Francisco hill. One year later, we have not had one issues with gears, the chain, the performance, or battery life. This bike keeps on ticking no matter what. In one year we have had to replace the brake pads, because after school he has to come down that same huge hill and he is harder on his brakes than most casual riders. I would recommend this bike to anyone needing a pedal assisited bike or fully electric option. My son doesnt like to get all sweaty before school so he uses the electric option on his way to school and the pedal assist all the rest of the time.",144,Yes,"Bike Type: Electric Bikes
Brake Style: Disc Brakes","The bicycle needs to be an electric bike.  
The bicycle needs to have disc brakes."
1,3,2,2,1,1,0,"I knew this was a red bike from the product description, however, I was shocked at the ultra ""Cool Factor"" of the paint job on this bike. It is not a gloss type pearlescent but rivals that quality, with an iridescent matte finish that is absolutely outstanding in appearance. Hard to describe but definitely the best looking, rich red, that I have ever seen on a product. Everyone who has seen it so far have all had the same reaction...""Wow. THAT is cool."" And I am sure the other colors in this line with this finish will be equally impressive.<br /><br />When putting it together, however, I noted that the finish on the red can be pretty easily marred or scuffed, if not being careful. Particularly, where I was using a box wrench to crank down the bolts on the front fender attachment, my wrench grazed the fender finish near the bolt head and left a scuff. It did not go through the paint but you could definitely see where it happened, although it was a very small nick and in a spot that most would not see. So, at least, take care in the use and handling if you want to keep the paint job pristine.<br /><br />It does take some time to assemble due to the awkwardness of the parts which swivel and move around, getting away from you as you are trying to assemble. My advice, which is not suggested in the assembly instructions is to first mount the handlebars (as suggested in step one), and then proceed to mounting the seat next, so that you can flip the bike upside down to deal with the front fender and the front wheel. Upside down the bike is resting on three points which make it stable and static for mounting the front wheel and fender.  Instead they instruct you to do the seat after the wheel mount, which is totally not the best sequence.<br /><br />The bike comes (thankfully) with all cables attached, in place and functioning (i.e. sprocket gear change cable, and brake cables front and back). BUT, you can't mount the front wheel without partially disconnecting the front brake cable, because the wheel will not clear the pads since they are already set in place with a gap that is in extreme proximity to the wheel rim. Absolutely no way you can get the wheel onto the forks without releasing the brake cable where it connects to the two pads. Also take a picture of how the cable assembly is routed within the connecting hardware that activates the pads. I did not think to do that and the instructions don't clearly show that, so I had to refer to the rear brake cable assembly routing to see how it is supposed to go. Both are identical in how they work, so take note.<br /><br />AND, a big mistake I made initially was not realizing that the forks only go one correct direction. There is a label on the forks that says ""Rear"", so be sure to orient the forks with that label to the rear of the front, when mounting the handle bars. I didn't see that label, nor realize that they are not ""unisex"" directional, meaning some forks are straight up and down with no subtle curves or bends to them, but this definitely has a ""forward facing"" angle and a ""rear facing"" angle. I did it wrong the first time, which made the chrome brace which connects the back of the fender to the front axles, too short to reach the axle. So I had contacted the manufacturer to troubleshoot the brace prongs being too short to reach the axle mounting point. After sending customer service photos of the problem, they asked me to check the orientation of the forks to see if the ""Rear"" label was facing forward. Yep. So they are very responsive and helpful if you have a problem. They also advised me that there are is good video support, for assembly, at a website, parktool.com, if you run into any type of confusion while assembling. I did not go there, however, since I already had most of it figured out.<br /><br />Also note that the front fender mounting bracket bolts to the backside of the forks, not the front.<br /><br />I am 6'-2"" and weigh 190 pounds so I was curious to see how comfortable this bike is to ride. And I am very pleased by the comfort and ergonomics of the bike. There is a wide range of verticality of the handlebars, which allows you to rotate them up or down to the perfect angle that suits you for comfort, based on your size and arm length. The wide seat is comfortable, with just the right amount of cushioning and I found the gear changes to be smooth and effortless.  I like the way that is done with the controls on the right handlebar. The front of the grip adjacent to the gear indicator, has a ribbed rotational ring, with which you can select, by turning, to the numbered gear that you want to be in. The shifter is responsive and smooth.<br /><br />After the initial trials of assembly, I find the bike a real pleasure to ride. And you will turn heads with the awesome red paint job.",890,Yes,"Bike Type: Road Bikes
Brake Style: Rim / Linear Pull Brakes
Frame Material: Aluminum","The bike should be suitable for road cycling.  
The brakes should provide reliable stopping power.  
The frame should be lightweight and durable."
1,3,2,4,3,0,1,Seatpost clamp does not keep the seat from turning. I like the fact that the tread is a nylon rubber. Tires could use to be a little wider. Otherwise than that calls me around just great and I'm almost 300 lb!,41,Yes,"Bike Type: No
Age Range: No
Wheel Size: No
Number of Speeds: No
Brake Style: No
Frame Material: No
Suspension Type: No","The bicycle does not need to be a specific type.
The bicycle does not need to be for a specific age range.
The bicycle does not need to have a specific wheel size.
The bicycle does not need to have a specific number of speeds.
The bicycle does not need to have a specific brake style.
The bicycle does not need to be made from a specific frame material.
The bicycle does not need to have a specific suspension type."
3,1,0,0,0,1,2,"Ok. Here’s the deal. I bought this bike as a gift for my nephew’s 3rd birthday.<br />We have been taking him to the local BMX Ramp Park with his Strider bike for a few months, and it seems that he’s ready for a ‘pedal bike’ - so, here we are.<br /><br />I wanted to get him a bike that looked similar to the BMX stuff that the bigger kids at the Ramp Park ride, but didn’t think it was a smart idea to drop $300(+) on a ‘real’ (Fit Bike Co, Kink BMX, etc) that he is going to grow out of in like a year.<br />All of the inexpensive 12” bikes tend to look pretty ‘childish’ with all the stickers & crazy stuff...so I decided to simply modify one of them to fit what I wanted for him.<br /><br />Anyway. I grabbed this bike, and upon unboxing, I just eliminated all the nonsense I didn’t like. I took off the chain guard & used a grind to remove their mounting tabs. I cut-off the silly hand grips and replaced them with inexpensive ‘true’ BMX style units. I pulled-off all the ‘silly’ stickers and swapped them for ‘real’ BMX brand logos. Finally, I took off the dumb reflectors from the wheels.<br /><br />Now he’s got a bike that ‘looks’ like a true BMX Park bike - and it ended-up costing me about $10 more than the price of the bike (and about $200 LESS than a Fit Bike Co).<br /><br />Anyway. Build quality seems really good for the money. Assembly was super-easy & tools required to do so are all included with the bike.<br /><br />All-in-all. It’s seeming like this was a good purchase.<br /><br />* note: Attached pictures do not reflect the ‘out of the box’ product. As stated above, this bike was modified to suit my wants/needs.",309,Yes,"Bike Type: BMX style bike
Age Range: 3rd birthday, nephew
Wheel Size: 12”","The bike is suitable for a child's third birthday.  
The bike is appropriate for a nephew.  
The bike has a wheel size that is acceptable for a young child."
3,3,2,4,1,1,2,"Great bike! This is the second one we have owned. We use it for our adult son that is autistic that has balance issues, and is unable to master riding a bike by himself. This gives him the opportunity to ride with the family, and get exercise, and he can pedal as much or as little as we need him to. The bike is well made, and rides really well. We took it to a local bike shop, and for $50, they put it all together for us! Well worth it! Our other one lasted several year. In fact, we are going to take it to the bike shop for a service to have for a spare, and other family and friends to enjoy!",124,Yes,Age Range of bicycle rider: Adult,The bicycle is suitable for adult riders.
0,3,2,4,3,0,0,"Just a little heavier than expected, but I am not an off-road biker.  I just wanted a comfortable bike to ride around town.  It has lots of cushion with the shocks and adding a nice wide comfortable seat makes it perfect for me.  Love it!",45,Yes,"Bike Type: off-road biker, ride around town  
Suspension Type: shocks","The bicycle needs to be suitable for off-road biking and riding around town.  
The bicycle needs to have shocks for suspension."
2,0,0,0,0,1,2,"We bought this bike for our 4yo about a year and a half ago. It was one of the few 14 inch options available and she wasn't big enough for a 16 inch yet. We liked the solid color and simple design. The bike was a bit difficult to assemble and it's pretty heavy, bulky, and difficult to maneuver. But worst of all, the seat constantly falls when our daughter is riding it. No matter how many times we tighten it, it slides back down within minutes. I wish we would have spent more on a higher quality bike.",99,Yes,"Age Range of bicycle rider: 4yo
Wheel Size: 14 inch, 16 inch","The bicycle is suitable for a 4-year-old rider.  
The bicycle is available with 14-inch wheels.  
The bicycle is available with 16-inch wheels."
1,3,2,4,3,0,1,"Hover-1  has several electric transportation options. They do e-scooters, hoverboards, and e-bikes. I’ve known them for the hoverboards that my kids loved. Hover-1 is owned by the DGL group, an electronics company, founded in 2001, with a focus on Bluetooth products and electric toys. So they’ve been around awhile and have a reputation for quality in the realm of e-vehicles. So as far an e-bikes go, they are certainly a manufacturer to consider.<br /><br />As far as e-bikes themselves go, I had many questions: why an e-bike? What’s the advantage over a regular bike? Do I need to pedal? If so, what’s the exercise benefit? Is it like a mini-motor cycle? I just didn’t see the point. To me, you pedal a bike. Does the battery powered motor really make that much of a difference? Even though the weather out my at this time isn’t perfect for biking, I was able to give the Hover-1 e-bike a spin to see how it all worked and answer my questions.<br /><br />First off is the packaging and instructions for assembly. I dreaded this at first because I have a so-so history of calibrating bike brakes and putting on chains. Fortunately, my fears were alleviate when all of that was taken care of by Hover-1. The bike essentially comes with six separate pieces: The frame of the bike with back wheel (the battery, brakes and chain are IN PLACE), the seat, the front wheel, the front wheel lock, the pedals, and the handlebars. The biggest challenge I had was getting the front wheel to fit in place. It took he a good ten minutes to fit it in place. At first it seemed like the frame was too narrow — too tight a fit, like I’d have to remove the nuts on the sides of the wheel. And the instructions were of any help on this, just technical drawings. However, I was able to finally get it in place and lock it with the wheel lock. As mentioned, the instructions were made up of technical drawings. In some cases, you really had to use a magnifying glass to see where everything fit. As far as tools go, you’ll get a small wrench and two hex wrenches. That’s pretty much all you’ll need to get this together. Eventually, you’ll may want to calibrate the brakes better, but to my novice eye, front and back brakes looked and operated well.<br /><br />First usage: It’s a slick looking bike. I like the thicker three-spoked wheel along with Kenda tires. Kenda has been around for over 60 years. Great tires! As another reviewer has said, when you apply the throttle to engage the motor, it does so gradually, building up speed rather than jerking you forward. Peddling is necessary on setting 2  – the motor provides you with extra oomph as you peddle (answers my third) question) – the higher the throttle, the more assist you get. Setting 3 will propel the back wheel with no peddling; however, it will drain your battery faster. I got up to the 15 mph as advertised on a level road. The advantage in this case you can go longer distances without taxing yourself as you would with a regular, manual bike (answers my second question). There is still an exercise component – you’re still peddling. And you can ride it like a regular bike if you don’t turn on the battery and use the throttle (answers my forth question). And to answer my fifth question, no, it’s not a mini motorcycle. First off, it’s not mini – it’s a good sized bike, and second, it requires you to peddle rather than just get on and ride like a motorcycle.<br /><br />The battery takes about 40-45 minutes to fully charge - I forgot to add that yes, it cones with keys to lock it in place and a charging plug. And it’s fairly heavy.<br /><br />And to answer my first question, why an e-bike? I can now see several benefits. The first is that it provides a means to travel farther with less effort. There’s an extra boost with the throttle to assist with the pedaling allowing you to ride longer, faster, and go farther. This would explain the popularity of these bikes in the Metroparks. The pedal assist gives riders a boost, allowing those getting back into exercise or senior-aged riders to enjoy themselves more by reducing stress on the joints. It allows people who may not otherwise ride a traditional bike (due to aches and pains) to join in on the fun of riding outside again without as much physical exertion. This is also a great option for commuting if you live a few miles away from work. Even though this has a range of 40 miles (on the lowest throttle setting), this allows a more efficient means to ride your bike to work without looking like you just completed the Tour de France. There’s also e-bike insurance you can by through certain insurance companies to cover damage caused by theft, damage, collision, fire, etc. So there are indeed benefits to getting an e-bike. This is one from Hover-1 is definitely one to add to your list.",868,Yes,"Bike Type: Electric Bikes
Brake Style: front and back brakes","The bicycle needs to be electric.  
The bicycle needs to have both front and back brakes."
2,3,1,2,3,0,0,"We own a Qualisports Dolphin and Beluga - It has been the BEST FOLDING EBIKE Money can buy without braking the bank.<br /><br />These Bikes are Functional, Stylish, and perform to specs.  After trying several Folding E-Bikes, we decided on the Qualisports brand and never looked back!<br /><br />It has been a game changer in our daily commuting endeavors.  The agility and power of these EBikes are second to none.  These Bikes are lightweight, fold down to small footprint, and both Bikes can fit in our SUV without bringing down the rear seats.<br /><br />My wife tucks her Dolphin under her desk at her office space.  We have also taken them on  our vacations and they have made a difference in our lives.<br /><br />The name Qualisports says it all!  They have placed QUALITY and PRIDE in every Bike they produce, we have several friends who have seen our Bikes and they have purchased some  for themselves and they can’t stop smiling!<br /><br />I highly recommend these Bikes to anyone seeking an affordable, functional, and stylish EBikes.  You Will Thank Me Later…",182,Yes,"Bike Type: Folding E-Bike, EBike
Frame Material: lightweight","The bicycle is lightweight.
The bicycle is a folding e-bike.
The bicycle is an e-bike."
1,3,2,4,3,0,1,"This is a really great electric bike at a very reasonable price. I paid extra to have a bike store check it over after I’d assembled it, and I’ve gradually upgraded the seat, tires, derailleur and added new lights, etc. But this is a great price for a good bike that gets you where you want to go. Battery range is excellent and the fact you can remove it to charge is convenient. I would recommend this bike for anyone looking to start with a solid, reliable electric bike.",89,Yes,Bike Type: Electric Bikes,The customer needs an electric bike.
2,0,0,0,0,1,2,"Got here expediently.  Nice cute solid little bike.  The bell baffled me for a few but figured it out.  Easy to assemble, hand brakes are not easy to adjust. But all bike hand brakes are tricky.<br /><br />I hope the girl or boy who receives this bike has many hours of great fun and enjoyment from it!",57,Yes,Brake Style: hand brakes,The bicycle has hand brakes.
