Seat Type,Weight Range,Installation Type,Harness Type,Material,Special Features,Review,review_word_count,Has_Relevant_Attribute_Info,Attribute_Related_Content,Synthesized_Customer_Needs
4,2,0,1,0,"Machine Washable Seat Pad, Forward Facing Seat","If you want a booster in the $40 to $50 range, go with the Graco Turbobooster LX or Diono Solana 2 XL and get the Latch so it stays in place. If you don't want one with Latch, save yourself $20 and go with the Graco or Diono equivalents without Latch.",51,Yes,Installation Type: Latch,The car seat can be installed using the Latch system.
1,2,1,0,3,,This carseat does not tighten into the seat of the car tight enough to be safe for the child.  I bought 2 and they both were the same.  Both the latch system and the cars own belts don't hold the carseat tight enough.  You can pull the carseat straight out.,50,Yes,"Installation Type: latch system, cars own belts don't hold the carseat tight enough",The car seat should be held tightly in place.
4,2,1,2,0,Cup Holder,This item was bought to try to avoid the more expensive ones I have been searching for.  The item came timely and very clean and in good shape.  My daughter does not like it.  It is not very cushiony and extremely upright.  Every time she starts to fall asleep she screams because her head falls forward.  I wish they made these seats to fit toddlers better.  The still nap in the car and the upright position is not comfortable.  I do like the dual cup holders and arm rests.  This will be used for our second car (not used as much).,101,Yes,"Seat Type: extremely upright, upright position
Material: not very cushiony","The seat can be in an upright position.
The seat can be in an extremely upright position.
The seat material is not very cushiony."
3,2,0,0,1,"Online Chat via ParentLink, Live Video Installation Support, EasyClick LATCH","It's a lot bigger than I thought it was but it's a great craseat. It took literally two seconds to install. I was amazed. I'm picky about how the car seats fix and this one was perfect, first try. No issues.",41,Yes,"Seat Type: Rear Facing
Installation Type: Seat Belt","The car seat can be installed using the vehicle's seat belt.
The car seat is designed to face the rear of the vehicle."
0,0,1,0,0,,"I bought this car seat for the colors and the fact that it has a pull strap in the front to tight the straps instead of two straps in the back of the car seat. It did take some getting used to after switching from a Graco Snugrider but after a few weeks of using it, I love it. I love that it came with a ready-made boot and in colors that I like that are girly, but not overly so. The seat fabric is not plasticy and i love that you just have to twist the knob on the back to adjust the straps up and down, rather than rethread it each time your child has a growth spurt. We bought the matching stroller but have not used it yet. The base is super easy to get on and off the latch equipment in the car. It is a handle with a squeeze lever rather than a hook you have to twist and press to get undone (if that makes sense.)  We have switched to baby trend for ease of use, styling, and comfort for baby!",187,Yes,"Seat Type: Rear Facing
Installation Type: Latch
Harness Type: pull strap in the front to tight the straps, twist the knob on the back to adjust the straps up and down
Material: seat fabric is not plasticy","The car seat should be rear facing.  
The car seat should be installed using Latch.  
The car seat should have a front pull strap to tighten the harness.  
The car seat should have a knob on the back to adjust the harness height.  
The seat fabric should not feel plasticky."
1,2,1,1,0,"Super Easy, Car Rental inflatable packable portable luggage travel","Let me start off by saying I have a love/hate relationship with car seats.  I have 5 children, the oldest one is 7, so collectively, I probably have been through 30 car seats in less than a decade.  My daughter has been ready to graduate to a booster seat for 2+ years now, but unfortunately, due to her parents procreation habits, she's been relegated to life in a 5-point harness for lack of space.  It baffles me that mini-van manufacturers don't consider the fact that you may have kids in car seats.  Sure it's great Herb and Ethel sport their Chrysler Town & Country with their teacup poodle Miffy, but we use the heck out of our minivan.  So, when the twins showed up, the three bigs got kicked to the back of the bus and we panicked trying to cram three full seats in the back row.  Thanks to Radian (and $1000), we didn't have to buy a conversion van.  So, after squeezing every moment out of the &#34;baby&#34; seat, I had to find a narrow booster.  Our standard graco booster had birthing hips like my wife, and just didn't squeeze in the back.  Enter, Bubble Bum.  The name and concept are ridiculous, but, by golly, the thing actually works perfect.  I was EXTREMELY skeptical about a blow up seat.  Sure we want our children to live in a bubble, but to actually sit on one?  Low and behold, It fits her narrow booty perfectly and she's now all proud sporting a booster seat.  Granted, there are no frills to this thing.  No cup holder, no secret pockets, no fun stuff, just base model solidness.<br />We've had it probably a month and it's still inflated, and working great.  Thankfully we haven't done any crash testing in it, so I can't validate it's safety.  Hopefully, I'll never have to update my comment about the crash sturdiness.  Paranoia, I looked online and sites claimed it was safety checked and legit.  Now that school is starting back up, kid #1 is begging to be promoted in dad's car as well to a booster.  So, buying a second Bubble Bum.<br />Only negative thing I would say is my daughter complains the seat is &#34;itchy&#34; around the logo.  It is raised, and when she wears skirts or daisy dukes, she complained of scratching.  So, we improvised and she put a wash cloth on the seat.  I'm glad I didn't pay extra for kittens or something pretty on the seat only to have a dirty rag covering it.  Otherwise, works great.  If you're tight on space, it's definitely the seat for you.  I have one in our Odyssey and soon one in an Avalon (adjacent to two Radians).",453,Yes,"Seat Type: booster seat
Weight Range of Child: ready to graduate to a booster seat for 2+ years
Material: itchy around the logo, raised logo, wash cloth on the seat","The child car seat should be comfortable for extended use without causing skin irritation. It should accommodate children who are ready to transition to a booster seat for over two years. The materials should be smooth and non-abrasive, with no raised or rough elements that cause discomfort. The seat should be easy to clean and maintain."
1,2,1,0,3,,"What can I say, this isn't one of the highest rated 3 in 1 Booster seats for no reason. Fit and finish are great and everything works as it should. If I could knock off 1/8 of a star for the lousy crotch belt pad I would, but it is not an option. I simply took it off and don't use it. Little Lady doesn't seem to mind. Buy it.",70,Yes,"Seat Type: 3 in 1 Booster
Harness Type: crotch belt","The child car seat should be a 3-in-1 booster seat.  
The child car seat should have a crotch belt as part of its harness."
2,2,0,0,3,Washable FabricRemovable Seat Cushion,"I did a great deal of research, and kept coming back to this same car seat.  It has great safety reviews and is very easy is use.  Some reviewers have commented on difficulty adjusting the straps, but it's no problem as long as you read the instructions.  The fabric pattern is really pretty as well.",55,Yes,"Seat Type: Convertible
Harness Type: straps
Material: fabric",The car seat should be convertible to accommodate different stages of a child's growth. The harness should use straps to secure the child safely. The material should be fabric for comfort and breathability.
4,2,0,1,0,,Easy to assemble and attach to the seat of the car. Love the color (purple) and fabric though the cushioning can be made better like the Chicco's. The latch is a lot easier to adjust so it makes it easier to get in and out of the car.,48,Yes,"Installation Type: latch is a lot easier to adjust
Material: Love the color (purple) and fabric though the cushioning can be made better","The latch system should be easy to adjust.  
The color and fabric should be appealing.  
The cushioning being less than ideal is acceptable."
1,2,1,1,5,Cup Holder,"When I first got this seat I loved it,  and so did my daughter. I could let her sit in the center seat in the back of my truck and she could see where we were going better, because it boosted her higher. She was getting too big for the car seat, and this is much more comfortable for her and much easier to strap her in using the seatbelts. The only trouble was, the first longer trip we took she fell asleep, and slumped over to the side. There was nothing to hold her up. Since I had bought two I sent one back and ordered another one with a back support which we use when we go on long trips, and When she falls asleep this back holder upright and she’s very comfortable. I have the other one in my wife’s car to transport her to and from school, and it is great!",155,Yes,"Seat Type: Forward Facing
Weight Range of Child: too big for the car seat
Installation Type: seatbelts",The car seat should accommodate children who are larger in size. The car seat should be compatible with seatbelt installation.
1,2,0,2,1,,"It's a very nice car seat. Good quality, nicely instructed in the mannual, very easy to install.<br />  However, there is an issue. No harness covers were there in the assembly delivered. I read some other reviews mentioned this too. But according to the mannual, &#34;Harness Covers MUST be installed when using the 5-point harness for children weighing 18 kg or less.&#34; Have no idea where to get the harness covers.<br />  One more issue, system kept telling wrong model number when trying to register the seat on line. But I'm sure I copy the exact number on the label. Have no idea for this neither.<br />  But overall, it's a very nice car seat. Just hope someone could help for the harness cover issue.",125,Yes,"Harness Type: Harness Covers MUST be installed when using the 5-point harness for children weighing 18 kg or less.
Weight Range of Child: children weighing 18 kg or less",The harness covers must be installed when using the 5-point harness for children weighing 18 kg or less.
0,2,0,0,5,,"Love how easy this was to install due to the latch system. I am also glad I got the slim fit since I have an Equinox and there is not much room in the back (we put the seat in the center). However there is a tiny bit more room now than when we had the Chicco pumpkin seat in. (I can sit next to the car seat now without it pressing into my leg/side as before. For reference, I am 200lbs, so not a small person.)<br />Now my favorite parts are that the seat can easily have the height changed. I have a tall baby so that will be great to not have to keep getting taller seats or take a long time to adjust.<br />Also this car seat has been a blessing because baby (4 month old) will ride in this much longer before starting to get upset and even then she just gets a bit fussy. (I have one of those kids that hates the car seat!!) There are two adjustments for the back facing and one allows her to sit up more (which she loves!) as well as being able to kick her feet (and see her feet). We also have enough room to put one of those music kick pianos (strapped down) at her feet so she can have something to do during the drive since she is still learning her hands.<br />I appreciate that the cup holders can slide into itself because it would be uncomfortable for a passenger to ride next to the seat if they didn't since as I mentioned before, not much room as it is.<br /><br />I also like that the side padding next to her head is not touching the side of her head like in the pumpkin seat since that was another thing she didn't like (she would jerk her head side to side trying to get away from it). I still get the safety without her being unhappy.<br />Even though I can't take her in and out in the seat (which not like she liked that anyway), I really am glad I went ahead and got this one. She can get used to it and not have to worry about getting used to a different chair well into her toddler days and even then we would just have to get the booster. If I had a do over I would definitely have started with this car seat!!",410,Yes,"Seat Type: Rear Facing
Installation Type: Latch
Material: Slim fit, side padding",The car seat should be rear facing for safety. It should be easy to install using the LATCH system. The seat should have a slim fit to save space and include side padding for comfort and protection.
1,2,1,2,2,Washable FabricCup HolderRemovable Seat Cushion,Not a happy customer with this product. Purchased after seeing overwhelmed reviews by other customers. Handle adjustments could be improved by keeping more height. Quality of the cloth is poor compared to Evenflo AMP No-Back series. I would love to exchange this product with Evenflo AMP No-Back but exceeded the return period.,52,Yes,"Seat Type: Right Handle
Material: Quality of the cloth is poor","The seat handle is positioned conveniently on the right side.
The material of the cloth is acceptable even if its quality is poor."
0,2,0,0,5,,"It’s not as easy to install as a Graco seat I bought a year ago but I got it done! I do like that it’s a bit lower so easier for toddlers to get in themselves. I like that the cup holder swivels out of the way too. Easy shoulder harness adjustment without rethreading straps at different slot! It is definitely narrower, allowing more room!",65,Yes,"Installation Type: not as easy to install as a Graco seat, got it done
Harness Type: Easy shoulder harness adjustment without rethreading straps at different slot","The car seat should be straightforward to install.
The car seat should allow for easy shoulder harness adjustment without needing to rethread the straps."
2,2,0,0,5,,This car seat is great!! We bought one in 2009 for my other daughter and she just moved into her booster seat in 2012. We have never had any problems with this seat that is why we bought a new one for my youngest dauther and now the old Envenflow triumph is being used in our second car... This is a great seat and has lasted us a LONG time.. I would recommend this to anyone!! Oh and my daughter who was in it for three years has always been in the 75-100% for hight so she is a tall girl and still fits in the seat just fine..,109,Yes,Weight Range of Child: 75-100% for height,The child car seat accommodates children within a wide height range.
0,2,0,2,3,,"Big Comfy, but disappointed.  Not what I was looking for because this seat is just simply very wide. Most car seats of this sort are big, but this one takes the cake.  Also, the belt keeps getting tangled.  I just can't keep them straight.  This seat is simply a pain.  It is comfy for my child though.",57,Yes,"Seat Type: Rear Facing, Forward Facing, Convertible
Installation Type: Seat Belt
Material: Comfy","The car seat can be used in multiple orientations, including rear-facing and forward-facing positions. It can be converted between these modes. The seat is installed using the vehicle's seat belt system. The materials used are comfortable."
2,1,0,0,3,,"Love this car seat however the straps don't tighten against my daughter properly without some force. It takes some muscle to pull them tight. We have taken the seat out to make sure nothing is caught and it continues to happen. I have contacted Graco for assistance and haven't herd anything back. We love the seat, just wish it wasn't so difficult to tighten. It is our secondary seat in my husband's car so not used as much, but it's still a pain.",83,Yes,"Harness Type: straps don't tighten properly, takes some muscle to pull them tight, difficult to tighten",The harness straps need to tighten properly without requiring excessive force.
1,2,1,2,3,,This booster is a great size and extremely light. It fits into both our vehicles really well. It's very easy to adjust the height and even to remove the back piece when the kids get to big. It was a great price and I am thoroughly impressed with what I got for what I paid.,55,Yes,"Seat Type: booster
Weight Range of Child: when the kids get to big
Installation Type: fits into both our vehicles really well",The child car seat needs to accommodate larger children as they grow. It needs to fit well into different vehicles.
2,1,0,0,0,"Forward or Rear Facing Seat, Machine Washable Seat Pad, LATCH Compatible, No-Rethread Harness","I couldn’t decide on a convertible car seat that I wanted for my son to grow into. I wanted something that was built to last for many years despite “destruction” caused by use and children. After months and months of researching, I decided to stick with Chicco which is also the brand of our infant car seat. For some reason, I couldn’t stop looking at this convertible car seat! It has everything I wanted regarding safety features and looks.<br /><br />Pros: Leg room. Chest buckle is protected against touching the skin by the “extended” cushioned shoulder straps. Breathable mesh fabric for baby’s back. Zip off pad for easy cleaning!<br /><br />Cons: Push-release button is very hard to access because it’s hidden by the fabric. I always struggle to maneuver my finger under the fabric to loosen the straps when taking my son out of the seat. If this was more easily accessible, I’d rate this all 5 stars. That’s my only hold back!",163,Yes,"Seat Type: Convertible car seat
Material: Breathable mesh fabric, Zip off pad for easy cleaning
Harness Type: Chest buckle, Shoulder straps","The car seat is convertible.
The car seat has breathable fabric.
The car seat has a removable pad for cleaning.
The car seat has a chest buckle.
The car seat has shoulder straps."
1,2,4,0,0,Washable Fabric,"we have been calling it little mans ""big man"" chair it looks alot bigger that it really is but on the same note its nice and spacious so thrilled we got this for this price installation was simple only a slight pain in the but putting the seat belt threw at the angle but once i noticed i could use the hole on top  (where the crotch strap is )with my other hand to help thread it threw it was gravy i have already messaged this link to my cousin with a baby just a little younger than my mason to give her the tip",105,Yes,"Seat Type: Rear Facing
Installation Type: Seat Belt","The car seat can be installed using the vehicle's seat belt.
The car seat is designed to face the rear of the vehicle."
0,2,0,0,5,,"his is by far the must rugged, durable and flexible child's car seat that I have owned. Compared to most other seats, this one is built like a tank. That has both positives and negatives though. On the downside, this seat is not very light or simple to move and transport.  If you are going to be transferring your child from the car to the house without getting them out of their seat, this is probably not the easiest one to do it with. It's really better used to keep in the car all the time.<br /><br />On the other hand, it's solid construction makes this the ultimate car seat when it comes to safety and does not sacrifice comfort or any other features along the way. Pretty much every option for positions is available, the upholstery is easy to clean in the wash and it is made to last up to 10 years with the integrated booster seat.<br /><br />This seat is definitely a little bit pricier than other models, but seeing as it should last until your child reaches 120 lbs. it is an excellent investment.",188,Yes,"Seat Type: Convertible, integrated booster seat
Weight Range of Child: up to 120 lbs
Material: upholstery is easy to clean","The car seat should accommodate a child up to 120 pounds.  
The car seat should be convertible and include an integrated booster seat.  
The car seat's upholstery should be easy to clean."
2,2,0,0,5,,"Kind of a basic car seat with some really nice features. It grows with the child, and that is a huge selling point. This is not an item that you will need to replace every few months (or even years for that matter). Sturdy construction with a kind of basic design. the understated design, however makes it appropriate for any gender and it will look classy in any car regardless of make, model or design. This is not one of those oversized, beastly car seats that you have to muscle in and out of your auto. This has a great design feature that actually provides for more legroom for the passenger in front of the car seat. That alone makes it an outstanding item versus other brands (traveling with your child should not be at the detriment of other passengers). All the required safety features are here and this car seat provides for extra side-impact protection. Easy to clean with removable padding and cup holder. This car seat could actually demand a much higher price, but it seems as though the folks at Safety 1st are bringing you a quality product at a fair price without skimping on safety. That should be taken as a huge compliment in this era of &#34;profits over common sense.&#34; You really cannot go wrong here. It works, it's safe, it seems comfortable (no complaints), and it has a modern sleekness to it. This is really all you need.",244,Yes,"Seat Type: Convertible
Installation Type: Easy to install
Material: Easy to clean with removable padding","The car seat is easy to install.  
The car seat is easy to clean.  
The car seat has removable padding that is easy to clean."
2,1,0,0,3,,"LOVE this car seat so far! My son is much more comfortable in this seat. My only complaint is that it’s tough to tighten, but when pulling the back part of the harness then the strap it works well. I do wish the instructions included something to help figure out which recline setting is best.",55,Yes,"Harness Type: tough to tighten, when pulling the back part of the harness then the strap it works well
Material: comfortable","The harness is easy to tighten effectively.  
The material is comfortable."
2,1,0,2,2,,"Car seat is very big.. which is a good thing since it’s a convertible - meaning it will fit your child for longer. Our second purchase of the same seat - 4 year old and 10 month old (rear facing). The only Con is again that it is very large so it does take up a good deal of space in the back, and it is hard to reach over when rear facing. All in all my kids love them.. no problem traveling / sleeping in them!",87,Yes,"Seat Type: convertible, rear facing
Weight Range of Child: 4 year old, 10 month old","The car seat should accommodate children from infancy through toddlerhood, supporting both rear-facing and forward-facing positions as the child grows. It needs to fit a child who is around 10 months old and also a child who is around 4 years old."
3,2,2,0,1,"Online Chat: Chat with our ParentLink customer service experts online in real time, Live Video Installation Support: Schedule an appointment to have a certified car seat safety technician guide you through a proper vehicle installation","I’m going to start with the positives. I love the large size! I feel like my daughter isn’t crammed into it and has plenty of room. I like the cup holders. I obviously love the rotation. There’s two major concerns, however. One is that I feel like it’s not as secure. Once I get the base tight enough, it feels loose again. And trust and believe I have followed the exact directions. I’m beginning to think maybe it’s just me being paranoid, but when I put my daughter in the seat, it seems too wobbly. My second dislike is that the straps get twisted up constantly. It’s annoying and time consuming. I guess my overall fear is that I spent a ton of money for a car seat that I don’t find as safe. I’m still adjusting and giving it a chance, but I can’t say I’m not disappointed.",149,Yes,"Seat Type: rotation
Installation Type: base tight enough
Harness Type: straps get twisted up constantly","The seat rotates easily for convenient access.  
The base stays securely tight during installation.  
Twisted straps are acceptable during use."
4,0,0,0,0,,"We only have 1 car, a Toyota Corolla 2010, and had to fit three kids in the back and this was perfect.  We got 3 across the back using this and two Radians.  We also like the adjustable seat that lets you change strap height without re-threading.",47,Yes,"Seat Type: Convertible
Harness Type: adjustable strap height without re-threading",The car seat should be convertible to accommodate different stages of a child's growth. The harness straps should be adjustable in height without requiring re-threading for easy and quick adjustments.
0,1,0,0,1,,"I just recently bought this carseat and I couldn't be happier!!! I wanted to get the BEST and SAFEST carseat for my daughter and I am SO glad there was the sale cause it made the price drop just low enough for me to convince my fiance that it was worth the price lol.  It was SO easy to install (into our 01 Jeep Grand Cherokee, rear facing in middle).  It fits fine and very securly, I was worried that it would be too big.  It actually fits better on the seat than our Graco snugride (the snugride was too skinny and leaned into the crack of the seats, this seat has a wide enough base to be stable over the crack!  I am so glad I got this car seat my daughter loves it, shes fallen asleep in it already! I am a little disappointed with the pattern it looks different in person than online, but the safety is what I really care about! About the size it is a little big like I have one of those fisher price mirror things and I cant see her in it from the drivers seat but I can from the passenger seat, but I leave the mirror where it is cause she enjoys looking in it lol.  I am VERY happy with this car seat!!!! I feel that my baby is protected! Shes only 9 months old and still fit in her infant carrier but rarely took the carseat out of the car I just took her out so I figured it was time to get a better carseat.  Another big reason I chose this carseat (and a selling point to my fiance lol) was that it will last her a long time!!!! The only bad thing I can say is that I accidentally cut off the user guide, I didnt know you were supposed to keep it on there lol, oh well lol. GREAT CAR SEAT!!! WORTH THE MONEY TO PROTECT YOUR BABY!!!!!!!!!!!!!!!",333,Yes,"Seat Type: Rear Facing
Installation Type: easy to install
Material: pattern looks different in person than online","The seat is easy to install.
The appearance of the seat is acceptable even if it looks different than expected."
0,0,0,0,0,,"We are pregnant with our first child and currently drive a Mini Cooper. We will be buying a second car sometime in the months after our baby is born, but we wanted a car seat that would fit in the back of both the Mini and a 4-door car. We did our research and decided on the Chicco Keyfit because the reviews said it was compact and easy to install, a must when you are dealing with a cramped back seat. The Chicco did not disappoint. It is very easy to install, and I even have enough leg room to be comfortable in the passenger seat! I also like that the straps are easy to adjust from the front of the car seat for when our baby is wearing bulkier clothes. I was a bit worried about the Chicco because some of the Keyfit reviews I read said the car seat had a horrible chemically smell that wouldn't go away. I can't speak for all of the different fabrics and designs, but the red one (Fuego) we bought does not have this problem. My only issue with the car seat is that the carrier is a bit heavy. I will have to beef up to carry my baby around in it. I suppose that is a good incentive to improve my upper body strength, which I really should do anyway.",230,Yes,"Installation Type: easy to install
Harness Type: straps are easy to adjust from the front of the car seat
Material: red one (Fuego) we bought does not have this problem (chemically smell)","The car seat is easy to install.  
The harness straps are easy to adjust from the front of the seat.  
A chemically smell from the material is not present or is tolerable."
4,2,0,1,0,,The seatbelt hasn’t come out of the guide once.  I was worried about that from some of the other reviews. I can’t help but wonder if perhaps they didn’t read all the instructions - which tell you how high you need to have the head rest for everything to function properly and for the child to be properly secured. Or it could be just a different car type. Either way my 6 year old was outgrowing the 5-point harness seat he had and this one fits him well. I love that the cup holders are deep enough to actually hold drinks without spillage too.,104,Yes,"Seat Type: Forward Facing
Weight Range of Child: 6 year old
Installation Type: Seat Belt
Harness Type: 5-point harness","The car seat should be suitable for a 6-year-old child.  
It should be a forward-facing seat.  
It should be installed using the vehicle's seat belt.  
It should have a 5-point harness."
1,2,0,0,0,,we purchased this car seat from a local retailer. we thought that it would be great to have something that would carry our son all the way through. as it turns out we tried to install the carseat into our Lexus and it did not recline properly. we would have been bringing our baby home sitting straight up. we opted to purchase a car seat and stroller set that will better fit our baby when he arrives. we are going to keep the car seat we purchased already and use that when he is older and will fit better into it. the reviews I've read are mostly good so we feel that this car seat is probably pretty decent for older children plus our  car has a lot of safety features and high safety ratings. I'm only giving it three stars because it does not install properly as an infant seat like it says. we tried to make it recline more using the towel and the pool noodle trick to no avail. perhaps if our car were an SUV or minivan  instead of a sedan it might have worked but it was far less expensive to buy a different car seat than a different car. I hope this helps people out that are researching and considering this car seat.<br /><br />just a reminder for you parents out there regardless of which car seat or carrier you are purchasing for your baby you can go to your local fire station and have them inspect the installed car seat or carrier to make sure that it is safe and in the correct position. once our new car seat comes in we will be taking it to our local fire station to have it okayed to bring the baby home in. this is a free service and takes no time at all and better safe than sorry.,314,Yes,"Seat Type: infant seat
Installation Type: install, recline","The seat is easy to install.
The seat can be reclined."
0,2,0,0,5,,"We are Graco fanatics in this house, and this slim fit is perfect for my husband's truck with a small cab. Still has all the safety features, and I love that you can fold in the cups too to make it even more slim!",44,Yes,"Seat Type: slim fit
Material: cups","The car seat fits well in narrow spaces.  
The car seat includes protective cups for comfort and safety."
1,2,0,2,2,Car Seat Footrest,"Our son has spina bifida so he already has poor circulation in his feet. We went on a road trip for 4 hours a day after getting this and it worked perfect. Even though he’s tall for being 6 we had to bring the foot plate almost all the way to the top but it was perfect fit. His shoes sad perfectly on it. Enough that we didn't even worry about his feet dangling for hours which they didn't because of this. Very easy to assemble, i did notice if you have the foot plate all the way down the adjuster bar that it is a little flimsy but for us it had to be all the way up. Which was rock solid, no movement. Doesn't even shake or rattle when i drive without him in the chair.",138,Yes,"Seat Type: Forward Facing
Weight Range of Child: 6 years old
Installation Type: Very easy to assemble","The car seat is easy to assemble.
The car seat accommodates a child who is 6 years old.
The car seat is forward-facing."
1,2,0,2,3,,"Just received my seat and installed it, so my review might not be that useful.. Regardless, it seems the seat is comfortable and safe, and it fits in a Mini Cooper quite comfortably - in fact I am debating whether I should have gotten the Britax Advocate instead, with the extra side cushions, as that would have fit as well (I had doubts that the seat would fit in a Mini, but the size is no problem at all). I might update the review when I have had more time using it.",92,Yes,"Seat Type: Convertible
Installation Type: Seat Belt","The car seat can be used for multiple stages of a child's growth.
The car seat can be installed using the vehicle's existing seat belt system."
0,1,4,0,0,,Great car seat.  I gave it 4 stars because my husband had such a hard time installing it.  There is a balance bubble that tells you when its angled correctly which is what gave him issues.  Otherwise my 17 month old fits in there snug as a bug.  It is very well padded.  The cup holder isn't needed yet but I am sure it will come in handy in the future as the boy grows,75,Yes,"Installation Type: There is a balance bubble that tells you when its angled correctly which is what gave him issues.
Weight Range of Child: my 17 month old fits in there snug as a bug.
Material: It is very well padded.","The car seat should have a clear indicator to confirm correct installation angle.  
The car seat should securely and comfortably fit a child around 17 months old.  
The car seat should be well padded for comfort."
2,1,0,0,0,"Forward or Rear Facing Seat, Machine Washable Seat Pad, LATCH Compatible, No-Rethread Harness",Best car seat we have tried. Its a deep seat and fits my daughters height well. Easy install and fits nicely on recline 1 in my 07 Tahoe without causing issues with the driver seat. Wish we would have bought this seat from the beginning.,45,Yes,"Seat Type: deep seat
Weight Range of Child: fits my daughters height well
Installation Type: Easy install","The seat provides a comfortable and secure fit for the child's size.  
Installation is straightforward and simple."
2,1,0,0,3,,I bought this car seat for my youngest child & loved it sooooo much the very same day I got it in & installed it that I ordered a 2nd one in a different color for his older brother. Now my boys (now 1.5 yr & 3 years old) can safely ride rear facing until he maxes out. I SERIOUSLY recommend this one over every other 2n1. Don't pay $400+ for a car seat with worst qualities just because you like the name brand stuff. Your child will be safe & secure in this car seat as long as you follow the car seat manual. & remember Do you never use accessories with your car seat unless approved by the manufacturer for that specific car seat. We are face as long as possible! It is the safest for your child even if it isn't most convenient.,146,Yes,"Seat Type: rear facing
Weight Range of Child: until he maxes out
Installation Type: installed it","The car seat should be rear facing.  
The car seat should accommodate the child until they reach the maximum weight limit.  
The car seat should be installed."
4,2,1,2,0,Cup Holder,"We have an older model of this seat and it's been absolutely fantastic so we bought another.  Unfortunately the seatbelt guide built into the backrest has been redesigned and makes it tough to pull the seatbelt through it, and due to this the seatbelt sometimes comes out of the guide completely.  This is a safety issue and also an annoyance, so while the seat still works well otherwise I can no longer recommend it.  Can't believe Graco tested this new design out and found it to be acceptable.  Very disappointed.",90,Yes,"Installation Type: seatbelt guide built into the backrest, redesigned, tough to pull the seatbelt through, seatbelt sometimes comes out of the guide",The seatbelt guide is built into the backrest and redesigned. It is acceptable if pulling the seatbelt through is sometimes tough. It is acceptable if the seatbelt sometimes comes out of the guide.
1,2,1,2,3,,"Love these seats for the higher back, comfortable, easier to keep clean material, bottle holders and tray on either side, however, I do wish they offered more protection for the car seat material underneath the seat with less movement of the car seat in the car.",46,Yes,"Material: easier to keep clean material, bottle holders and tray on either side, more protection for the car seat material","The car seat material should be easy to keep clean.  
The car seat should have bottle holders and a tray on either side.  
The car seat material should have more protection."
1,2,0,0,0,Washable FabricCup HolderWashable FabricCup Holder,"Automobiles are not built to protect small passengers in a crash - even small adults!  If you want to increase the odds your child will survive a collision, I recommend keeping him or her in a booster seat as long as you are able to do so.  The Britax Frontier 85 is more than just a booster - it is a booster with a top tether which significantly increases the safety of the seat.  A 5-point harness is safer than the seat belt, and that's how my petite 9-year-old rides.  The law says 8 or 80 but I feel that law should be more stringent.  I plan to keep my daughter in the harness until she reaches 85 pounds and the belt-positioning booster until she is 12 or older.  I have taught her that safety is more important than ""image"" - I don't care that all of her friends are allowed to ride in cars with no booster of any kind.  The vehicle's seats and belts are NOT designed to protect your small riders. I'll say it again - a Britax Frontier 85 is well engineered to increase small riders' odds of survival in a collision.",196,Yes,"Seat Type: booster seat, belt-positioning booster
Weight Range of Child: 85 pounds
Harness Type: 5-point harness","The child car seat should accommodate children up to 85 pounds.  
It should function as a belt-positioning booster seat.  
It should include a 5-point harness system."
0,1,0,0,0,,"Super easy to set up!<br /><br />PROS<br />- for infant or toddler use!<br />- it even goes up to ages 10, but my kids aren't of age yet so i can't testify to that<br />- easy seat belt adjustment from infant to toddler<br />- cushions are soft<br />- the back height is adjustable to your child's height, it also brings up the seatbelt according to their height<br />- side cushions feels soft and cushiony<br />- lots of cushions on each sides for side impacts<br />- the bottom harness is the easy push in and hook kind so it takes only seconds for it to be strapped in on each sides<br />- no bottom base needed (SO THANKFUL), easy reclining adjustments if needed<br /><br />CONS<br />- NONE",126,Yes,"Seat Type: Convertible
Weight Range of Child: infant or toddler use, goes up to ages 10
Installation Type: seat belt adjustment
Harness Type: bottom harness is the easy push in and hook kind
Material: cushions are soft, side cushions feels soft and cushiony","The seat should be suitable for use from infancy through toddler years and up to around age 10. The installation process should involve straightforward seat belt adjustment. The harness should be easy to engage, with a simple push-in and hook mechanism at the bottom. The cushions should feel soft and cushiony, providing a plush and comfortable feel, especially at the sides."
0,2,0,0,0,Fits 3 Across,"Super easy to install, love the ease of putting kid in it and how skinny it is.<br />Only negative is that it is tall and when rear facing it can only go in the middle seat of my car cuz the back lines up with the front seats. I could make it work behind the passenger seat but my drivers seat would be greatly compromised. Still my favorite seat just cant wait to forward face it!",76,Yes,"Seat Type: Rear Facing, Forward Facing
Installation Type: Super easy to install",The car seat is easy to install. The car seat can be used in both rear-facing and forward-facing positions.
1,2,1,1,0,"Super Easy, Car Rental inflatable packable portable luggage travel","Wanted to like this product but it didn't work for us.  My 65# son isn't quite tall enough for the seatbelt to hit him right in many cars, so I bought this for a trip involving air travel (to avoid carrying the normal booster).  Bottom line, it's too narrow and he felt like he was teetering on an inflated pillow, despite being correctly buckled per the instructions.  Not good enough for him to be comfortable on a short trip, never mind the 1500+ miles we will be driving.",88,Yes,"Seat Type: booster
Weight Range of Child: 65#
Material: inflated pillow",The child car seat should be a booster seat that accommodates children up to 65 pounds. The seat should use an inflated pillow for comfort.
