Screen Size,Display Type,Special Features,Waterproof Rating,Battery Life,Target Audience,Review,review_word_count,Has_Relevant_Attribute_Info,Attribute_Related_Content,Synthesized_Customer_Needs
1,1,"SMS reminder, answer calls, call records, contacts, Weather forecast, wemen's health, music control and playback, camera control, timer, alarm clock, sedentary reminder, water reminder, split screen, Heart rate monitor, Blood oxygen monitor, Sleep monitor Multi-sports tracker, Calorie tracker, Make callSMS reminder, answer calls, call records, contacts, Weather forecast, wemen's health, music control and playback, camera control, timer, alarm clock, sedentary reminder, wa…  See more",2,0,Men,"The smart watch is very durable. The screen is bright and big.  The sound from this watch can be heard from the other room.  The watch is waterproof as well.  There are lots of different functions to it as well.  Heart rate, steps, calories burned and many others.  You can take and make calls on the watch.  Very happy with my purchase.  The only con is that the watch bands are not long enough.  If they were just a couple of inches longer it would be 5 stars.  Not sure if we can get new bands that are longer.  Overall a great buy!",103,Yes,"Screen Size: big
Display Type: bright","The customer needs a large screen.  
The customer needs a bright display."
0,1,"Fitness_tracker, Social_media_notifications, Sleep_monitor, Email, Text messaging, Digital_time_display, Pedometer, Music_player, Multisport_trackingFitness_tracker, Social_media_notifications, Sleep_monitor, Email, Text messaging, Digital_time_display, Pedometer, Music_player, Multisport_tracking  See more",2,1,Unisex Adult,"Love the garmin vivofit 2....although I would like to have the heart rate function, I LOVE that the battery lasts so long. My wife has to charge her fitbit once or twice a week, then will forget to put it back on.....that was the main reason I went with the Garmin. It has been over 7 months and battery is still good",62,Yes,"Battery Life: battery lasts so long, over 7 months and battery is still good",The customer needs a smart watch with a battery that lasts for many months without needing to be recharged.
2,1,"Voice assistant, Bluetooth voice call",2,1,Women,"Classic smart watch with smooth soft band.  Easy to use and looks classy.  Like the feature of being able to receive and make calls.  Many screen designs are available for customization.  Checks BP, heart rate, sleep patterns, oxygen etc...  Overall this is a very cool watch.",46,Yes,"Screen Size
Display Type","The customer needs a screen that is appropriately sized for comfortable viewing and interaction.  
The customer needs a display type that provides clear and easy-to-read visuals."
1,1,"Time Display, Email, Calendaring, Text Messaging, Notifications, Music Player",2,1,Unisex Adult,"What I Liked:<br />-Lightweight<br />-Stylish and doesn't scream ""IM A SMARTWATCH""<br />-Always on low-powered display that tells you the time and date<br />-Changeable watch face designs, provided by Sony<br />-Long lasting battery<br />-IP57 Weather & Dust Resistant<br /><br />What I didn't like:<br />-Cheap factory watch strap that attracts lint and dust<br />-Low Resolution Screen<br />-Clunky Apps and App installation methods<br />-Loud Vibrating alert mechanism that has no sensitivity control<br />-No Speaker<br />-No Microphone<br /><br />My Thoughts:<br />Like anything 'new-tech', at the time for those who will be buying smart watches in the next few months, are early adopters.<br /><br />There will be bugs, there will be defects and there will be something better around the corner in the following months that will do it better, faster and last longer.<br /><br />That being said, the Sony Smart Watch 2 is a neat device that gives you an extension of notifications from your Smart Phone to your wrist.<br /><br />It is packaged with an awful, cheap, and dust/dirt attracting watch band that fellow reviewers complain about breaking easily after use. I agree, it does seem very fragile. Quit being cheap Sony and bundle this baby with a decent watch strap!<br /><br />Why did I choose this watch over its competitors?<br /><br />Unlike the Galaxy Gear by Samsung, the Sony Smart Watch 2 battery lasts longer, about 4 days per charge of average use versus 48 hours as many report with the Galaxy Gear. The Sony is weather/water/dust resistant according to IP57 standards. So I could get away with wearing this watch in the shower, outdoors in crazy weather, and the occasional splash of water whilst the washing of my hands.<br /><br />Additionally, the Sony Smart Watch 2 has a 'Low-Power' reflective display that enables the device to always show the current time and day-date on the watch face at a glance whether on your wrist or the table. The Galaxy Gear has to powered on by a defined motion or the pressing of the watches button.<br /><br />I honestly like being able to glance down quickly at my wrist and see the time versus doing anything else to produce the display to show me what day and time it is. This feature of the Sony is simply genius and executed beautifully and legible even in the lowest of ambient light. When it gets pitch black dark, simply press the button on the Sony's side and the display is illuminated.<br /><br />Water & weather resistance, a longer battery life, and the ability read the watch face at a glance without needing any additional input is why I chose the SW2 over Galaxy Gear. Albeit Sony's watch has a lower-res display and you cannot place or take calls via the watch itself. I found myself entering predefined text message replies so I could at least respond to incoming texts. There is no on-screen keyboard provided by Sony's apps. There are some that you can purchase by developers in the Google Play market.<br /><br />Pebble smart watch just looks like an etch-a-sketch with an ugly and bulky fascia. Perhaps the Pebble Steel will fancy it up a notch, well the fascia anyway. I like a screen, a coloured screen. I am biased as I purely discredited the Pebble for it's e-paper ink display type. The cool feature I like of the new Pebble Steel is a built in status LED that can notify you of missed calls, emails, and messages.<br /><br />I use this watch with my Samsung Note 3. It is awkward because you have to download apps within the app for apps on the watch. You download an app that is made by Sony that syncs the Apps to your watch via bluetooth and also handles any firmware updates to the watch itself. The Gmail app keeps crashing on my Galaxy Note 3 and tends to bug out on the phone as well.<br /><br />Sony just pushed it's Smart Watch 3 blueprints through to the FCC. Expect a new Sony Smart Watch 3 in the coming weeks or months. Additionally the new Galaxy Gear 2 will be out. Here we go again!<br /><br />Personally, I am going to wait and see what else is brought to the table, that is unless I can score the Sony, Pebble, or Galaxy older models at a price under $100.<br /><br />Any questions or comments, post away I'll be more than happy to help.",737,Yes,"Screen Size: Low Resolution Screen
Display Type: Always on low-powered display, reflective display, low-power reflective display, e-paper ink display type
Battery Life: Long lasting battery, battery lasts longer, about 4 days per charge of average use","The customer needs a screen that is acceptable even with low resolution.  
The customer needs a display that remains always on with low power consumption.  
The customer needs a display that is reflective and low-power.  
The customer needs a display type similar to e-paper ink.  
The customer needs a battery that lasts a long time.  
The customer needs a battery that lasts longer, such as about 4 days per charge with average use."
1,1,Sleep Monitor,2,1,Unisex Adult,"Best smartwatch on the planet!  First charge lasted 16 days and that was with playing with it a ton and trying out all sorts of new apps including multiple voice recognition ones.  My only non-glowing comment is that I wish the voice recog. was a little better, but it is so new that I know it'll improve over time.",59,Yes,Battery Life: First charge lasted 16 days,The smart watch needs to have a battery that lasts for 16 days on a single charge.
1,2,Smart Watch Bluetooth 5.0 Activity Tracker with Heart Rate Monitor Sleep Monitor Pedometer,2,0,Unisex Adult,"Overall, this is a great smart watch for folks who want to actively monitor their health.<br /><br />PROs:<br />Amazing battery life – it has been two weeks straight out of the package, and I have not yet charged this.<br />Adjustable straps – shorter strap was easy to install (with the help of a pencil) for smaller wrists.<br />Phone app is very intuitive – easy to install and navigate. Really liked the heart rate and seeing the data trends.<br />Comfortable – not too bulky, soft materials for all day and night use.<br /><br />CONs:<br />Pedometer not very accurate – I used my old Fitbit One at the same time, and this watch did not seem to count all of the same steps. Often, it was off by 1,000+ steps every day.<br />Weather app unclear – I could not figure out how or where the weather information was coming from in the watch’s app, it was not accurate with what is shown on my phone.<br />Could not find a way to download new face screens – although the watch comes with several options to choose from, I would have liked to find a customized version to download that met all of my preferences.<br />Sync with texts and messages not consistent – sometimes I would get notifications for texts and emails, but it was not consistent, even when the phone and watch were near each other.",233,Yes,"Battery Life: Amazing battery life – it has been two weeks straight out of the package, and I have not yet charged this.",The customer needs a smart watch with long-lasting battery life that can operate for extended periods without requiring frequent charging.
1,2,Sleep Monitor,2,1,Unisex Adult,"It's an awesome smart watch. I absolutely love it. Its battery life is far better than Apple watch or any Android wear watch. I charge it once a week and usually there is 20-30% left when I charge it. Also, the side button turn out to be very nice. Before I bought it I thought touch screen is better, but after using Pebble for a while, I realized side buttons are actually a better fit for this small device. With side buttons, I can operate (e.g. stopping timer vibration, controlling music) without looking at the watch and I don't need to worry about touching the wrong button on the screen.",110,Yes,Battery Life: battery life is far better than Apple watch or any Android wear watch; charge it once a week and usually there is 20-30% left when I charge it,"The customer needs a smart watch with a battery life that lasts significantly longer than competing models, requiring charging only once a week and still having a substantial charge remaining at that time."
2,1,"Make/Answer Call, SNS/SMS Notification, Heart Rate/Blood Oxygen/Blood Pressure/Sleep/Women Physiological Cycle Monitor, Pedometer, Distance, Calorie, 8 Sports Modes, Music/Camera Control, Weather Display, Alarm Clock, Timer, StopwatchMake/Answer Call, SNS/SMS Notification, Heart Rate/Blood Oxygen/Blood Pressure/Sleep/Women Physiological Cycle Monitor, Pedometer, Distance, Calorie, 8 Sports Modes, Music/Camera Control, Weather Display, Alarm Cloc…  See more",2,1,Women,"Overall, I am really happy with this smartwatch! It has all the features I was looking for, like the ability to answer calls and dial phone numbers, as well as a fitness tracker and heart rate monitor. I also love that it is waterproof, which is great for when I am working out or swimming. The only thing I would change is the size of the watch face; it is a bit too small for my taste. But overall, this is a great product and I would definitely recommend it to others!",92,Yes,Screen Size: the size of the watch face; it is a bit too small,The watch face size is acceptable even if it is a bit too small.
0,2,Bluetooth,2,1,Adult,"I bought my garmin 245 music almost 1 year ago. After 3 months of use, I noticed a white rectangle at the top of the screen. At first I thought it was some dead pixels. The watch did not fall, did not have a shock and was never used in a pool or ocean.<br /><br />This ""white rectangle"" has been increasing in the last 2 months (photos). I searched the internet (""garmin 245 music screen issues"") and there are several cases just like mine. To make matters worse, in these last months, my connection to the GPS worsened considerably. What used to connect in less than 1 min now takes between 10min and 15min.<br /><br />I really like Garmin's watches. This is my third watch. But the 245 is not a good watch. I don't recommend anyone to buy it.",140,Yes,"Screen Size
Display Type","The customer needs a screen that is appropriately sized for comfortable viewing and interaction.  
The customer needs a display type that provides clear and easy-to-read visuals."
1,0,"Time Display, Sleep Monitor, Phone Call, Heart Rate Monitor",2,1,Unisex Adult,"Bought to replace a Motorola 360 gen.1 due to Motorola's lack of support. This watch is very affordable, works very good. Battery life is good about 2 days with normal use. If you play with all the features will last less. This watch functions like a smart phone. Battery charges fairly quickly. I would buy again. (oh I did I purchase an other one.",64,Yes,Battery Life: Battery life is good about 2 days with normal use. If you play with all the features will last less. Battery charges fairly quickly.,The battery life should last about two days with normal use. It is acceptable if using all features reduces battery life. The battery should charge fairly quickly.
1,2,Heart rate monitor,2,1,Unisex Adults,This was purchased as a Christmas gift for my husband he lost his old one and I wanted to get him a new one so he could track his blood pressure and foot steps throughout the day great battery life very easy to download the app to your phone this was the perfect gift,54,Yes,Battery Life: great battery life,The customer needs a smart watch with great battery life.
1,2,"GPS, heart_monitor",2,0,,"Great product. This is my 4th Garmin watch - best to date. I'm a triathlete and I'm tedious about tracking my workouts. This watch tracks a ton of data and is highly customizable for workouts. I also own the 310XT and this watch is better, especially when it comes to swimming. It does a much better job at plotting GPS points than the 310XT. I can now wear my watch for open water swims and get a fairly accurate distance and pace. When using at the pool for laps, it does a decent job at figuring out your laps. Normally I can swim for 30mins and lose track of how many laps and yardage that I have completed. The 910XT knows how many yards and laps I've completed without me having to remember. Because of the built in accelerometer, the watch picks up what stroke I am doing - ingenious!<br />Is it necessary to upgrade from the 310XT to the 910XT? - As a triathlete that swims 3days a week - yes! Other than that the 310XT does equally well as the 910XT IMHO.",184,Yes,Battery Life:,The customer needs the smart watch to have a long-lasting battery life.
1,0,"Time Display, Sleep Monitor, Phone Call, Heart Rate Monitor",2,1,Unisex Adult,"[[VIDEOID:fbf812cc2467f0106e91f8d0a2505d9e]] Ticwatch is being made by Mobvoi, a chinese manufacturer backed by Google. I recently left the apply OS environment and bought a Pixel 2. That also meant selling my beloved Apple Watch Series 2 and finding a replacement for it.<br /><br />After a lot of research I decided to go with the Ticwatch E. Mobvoi previously had created the Ticwatch 2 which was crowdfunded through Kickstarter and received great reviews. It featured a unique touchbar on the right side of the watch that allowed users to effortlessly scroll through content. Unfortunately, that bar didn't make it into the Ticwatch E but instead Mobvoi listened to the userfeedback and switched their previously proprietary operating system over to Google's Android Wear 2.0. This was a great decision, imho, as it allows us users to now install apps from the appstore (like 2 factor authentication apps, for instance).<br /><br />The Ticwatch E comes with a 1.2Ghz dual core processor from MTK. It's not a Snapdragon Wear 2100, but so far it has been zippy and worked well for me. It has a bright 1.4&#34; OLED display with 400x400 pixels (that's 287 dpi) in resolution.<br /><br />Even though the watch is an entry level model priced at $159 for the express version, it features a heart rate monitor, a proximity sensor, an acceleropmeter, a gyroscope, wifi, and onboard GPS. It's also IP67 rated which allows you go under water up to 3 feet for up to 30 min. I wouldn't go for a swim, but you technically don't have to take off the watch when you take a shower or wash your dishes.<br /><br />One of the great advantages of Android Wear over Apple Watch OS is the sheer unlimited amount of watch faces. While the Apple Watch only has a couple that come preinstalled, on Android you have literally hundreds of options to choose from. Many of these feature complications like the calendar app, weather, step count, or your heart rate.<br /><br />The watch is an entry level watch, but the materials feel like they are good quality. The processor is zippy and the display is bright with beautiful colors. Android Wear 2.0 is a great operating system.<br /><br />Personally, I love that they put the button of the watch on the left side, easy to reach for my right thumb. It also prevents me from accidently triggering the button when I bend my wrist, something that happened many times with my Apple Watch.<br /><br />The watch has a speaker and a microphone, should you want to make phone calls on your wrist. I've only used this feature 4 times in two years of wearing a smart watch, but if this is something you care about - you have that option. The battery has 300mah - a bit less than an apple watch 2. In my experience you'll have to charge the watch every night - but I'm ok with that and hope that future generations will have longer battery life.<br /><br />The watch weights 41.5g and is 13.55mm thick - it's very comparable to my Casio G-shock I've been wearing for years. For the price I'm quite happy with the watch. It's an entry level Android Wear 2.0 device that will serve you well. Is it the same built-quality as an Apple Watch Series 2 or 3? Of course not, but it's also about a third of the price while having almost the same feature set (except for ip68 water proof rating and lack of sim card slot which would cost you an additional $10/month with your phone provider).<br /><br />One more thing: Ticwatch also offers the Ticwatch S for Sport. The only difference is that the GPS antenna is in the wristband which increases accurracy. It costs $199 isntead of $159 and also means you can't change your wristband. To me personally, I prefer the E over the S, but if you run around in the city or woods a lot, you might consider the S over the E.<br /><br />I hope this was useful to many of you. I'll update my review in the coming days after having tried out the watch a bit more. If you feel like you want to buy a Ticwatch through mobvoi's website, feel free to use my referral code, which will save you an additional $20: BUSRRA",724,Yes,"Screen Size: 1.4""
Display Type: OLED
Battery Life: 300mah, have to charge the watch every night","The watch needs to have a screen size that is comfortable to view. The display needs to be clear and vibrant. The battery needs to last through a full day of use, and it is acceptable to charge it nightly."
1,1,"Dual Display, Built-in GPS",2,1,Unisex Adult,"Great watch for what I use it for.<br />I really just wanted a nicer step counter that also looked like a watch. The faces that are listed are great but the selection on the watch could be better.<br />The battery life is about two days of active wear. If you are constantly playing with it then you may only get one day.<br />It looks fantastic! It is definitely a bigger watch so it may not work for smaller wrists (it would work just fine but would look massive on a small wrist).<br />The set up is a little challenging and not user friendly but it just takes a little while to get it just the way that you want it.<br />I wish that they had more tile selections though. The tiles are super easy to use and if we could make the apps wore like a tile selection the watch would definitely get another star.<br />The band holes aren't sized exactly right as I would like a hole somewhere between the #2 hole and the #3 hole. But the band stretches a little and now the number three hole fits fine.<br />The band is fantastic! The leather looks great on the outside and the inside is a rubber like material that doesn't make my wrist feel sweaty and allows me to clean it well so it doesn't have the ""stink"" that a leather band gets after some wear in time.<br />Overall I really like the watch a lot and would recommend it to someone looking for a non Apple smart watch. Definitely not sorry that I purchased it but the company does have some room to improve.",277,Yes,Battery Life: about two days of active wear; If you are constantly playing with it then you may only get one day.,The customer needs the battery to last about two days with active wear. The customer finds it acceptable if the battery lasts only one day when constantly using the watch.
2,2,Touchscreen,2,0,,"My second unit.  Touch screen is somewhat fragile. That's the reason for my second unit as the screen does easily scratch.  Although a scratched and chip screen doesn't inpare the unit's functionality.  I'm more careful with this new unit, I treat it like an expensive watch and I remove it when I believe it may get bang up.  I strongly recommend applying a screen protector.",65,Yes,"Screen Size: touch screen
Display Type: touch screen",The customer needs a touch screen.
2,1,"Voice assistant, Bluetooth voice call",2,1,Women,"I am so pleasantly pleased (and surprised) with how happy I am with with this watch.  It does everything I need a smart watch to do.. It feels & looks substantial, long battery life and all the features are spot on.",41,Yes,Battery Life: long battery life,The customer needs a smart watch with long battery life.
1,1,Speaker + Microphone,2,1,Unisex Adult,"This is by far my favorite watch ever! If I could change anything I would make it a little bigger because I like a burly manly watch. Battery life is spectacular, 0 lag time, screen is gorgeous, and very comfortable",40,Yes,"Screen Size: a little bigger
Battery Life: spectacular","The customer needs a screen that is a little bigger.
The customer needs a battery life that is spectacular."
1,1,"Dual Display, Built-in GPS",2,1,Unisex Adult,"I've owned the Ticwatch Pro for about a week now, having purchased it after deciding that my previous smartwatch, a Pebble Time had gotten too scratched and beat up to use, in addition to wanting some more modern features that the time doesn't have, such as heart rate and NFC payments.<br />I shopped around for a while before purchasing this watch as I felt that it is still the only watch available that can compete with the Pebble's 4+ days of battery with normal usage. (So far with the Ticwatch I have been getting 2 days with light usage.)<br />I enjoy the high quality design, with a metal frame and solid feel. It is significantly larger than the watch I had before and I have rather thin wrists, however I have not had much trouble adjusting to the size. (It just feels slightly larger and heavier).<br />I also like the fact that it takes the same 22mm watch bands and that the watchband is easily replaceable.<br /><br />While I do enjoy this watch, I have had a couple issues that I feel I should mention. First of all is a bug where the tilt to wake setting resets after I charge the watch. I usually have tilt to wake turned off to save battery and to avoid the bright screen at night. However after I charge the watch sometimes the setting will turn itself back on again. I have yet to determine what this is occurring.<br />I have also noticed that the watch is sometimes a bit slow at transferring between the secondary crystal display and the AMOLED screen. It is still very fast and only takes a fraction of a second to transition however it is not instant and is somewhat noticeable.<br /><br />One feature which I doubt was intentional however I very much enjoy is that the magnets that hold the watch to the charger while it's charging also do a very nice job of holding the charger to a metal object. I live on a ship so the walls in my room are metal and I can have the watch stuck to the wall while it's charging which is very convenient.<br />I also enjoy that it is rated IP68 for water and dusk protection so I am not worried about taking it to the beach or being around areas where it will get wet. Also being able to control music while in the shower is an important part of my smartwatch use case.<br /><br />Overall I am pretty pleased which the Ticwatch Pro. It's still not perfect, however it's the best thing on the market so far and I'm satisfied with it for the price.",448,Yes,"Screen Size: It is significantly larger than the watch I had before.
Display Type: secondary crystal display and the AMOLED screen.
Battery Life: 2 days with light usage.","The watch should have a significantly larger screen than previous models.  
The watch should include both a secondary crystal display and an AMOLED screen.  
The watch should provide a battery life of at least 2 days with light usage."
2,1,"1)Fashionable Full Touch Screen Design with classic screen and HD glass screen (color on-screen display) 2)Adjustable grade silicone strap is healthy, environmentally friendly, and very comfortable to wear. 3)Excellent hiking watches / outdoor watch / altimeter watch 4）All-day activity tracker. (Distance / steps / calories) 5）fitness tracker (breathing training / blood pressure / heart rate / sleep monitoring)1)Fashionable Full Touch Screen Design with classic screen and HD glass screen (color on-screen display) 2)Adjustable grade silicone strap is healthy, environmentally friendly, and very comfortable to wear. 3)Excellent hikin…  See more",2,0,Men,"I got this watch as a gift as an alternative to the Apple Watch!<br /><br />Pros:<br />- Looks great, nice rugged look<br />- waterproof, so it's great for workouts<br />- monitors heart condition (rate, BP)<br />- answer calls, control music, notifications, etc<br />- great battery life - 10 days!<br /><br />Cons:<br />- wish it was larger<br />- band is kind of irritating, but you can switch it",67,Yes,"Battery Life: great battery life - 10 days!
Screen Size: wish it was larger",The customer needs a smart watch with a long-lasting battery that can operate for many days on a single charge. The customer is willing to accept a screen size that is not as large as they might prefer.
1,1,Speaker + Microphone,2,1,Unisex Adult,"I've owned other smart watches before and have to say this one is the best I've ever had. Great screen, features and battery life. I recommend it for all Android users",31,Yes,Battery Life: battery life,The customer needs the battery life to be sufficient.
1,1,Heart Rate Monitor,2,1,"Unisex Adults, Unisex Youth","I love almost everything about this watch. It gives me notifications, wakes me up in the morning, and does the thing that every watch should do: tell the time. My only problem with it is that it doesnt tell me my heart rate, although I have had this problem with other watches not just this one. The battery life is much better than my old Fitbit, and is totally better value.",71,Yes,Battery Life: battery life is much better than my old Fitbit,The customer needs a smart watch with a battery life that is significantly better than previous models.
0,1,"Fitness_tracker, Social_media_notifications, Sleep_monitor, Email, Text messaging, Digital_time_display, Pedometer, Music_player, Multisport_trackingFitness_tracker, Social_media_notifications, Sleep_monitor, Email, Text messaging, Digital_time_display, Pedometer, Music_player, Multisport_tracking  See more",2,1,Unisex Adult,"I love it compare to many models of Fitbit I used before. I bought 3 of these for the whole family, we have no problems with the bands. The fastening piece does not come off (lost a few of them and lost the whole fitbit bracelet  because their fastening clasp is a joke). I don't take it off even when sleeping, it doesn't bother me at all (I couldn't leave fitbit on for the night because it has sharp edges). Best off all - no charging! The only problem - it takes time and a few tries to synchronize, which I gave up on.",104,Yes,Battery Life: no charging,The customer needs the battery to last without requiring charging.
1,2,Smart Watch Bluetooth 5.0 Activity Tracker with Heart Rate Monitor Sleep Monitor Pedometer,2,0,Unisex Adult,"This is a great Smart Watch that does most of what an Apple watch can do, at a fraction of the price.  I use mine to track my miles while biking, and it works like a charm.  The battery is also very good and easily lasts a few days. Great product!",51,Yes,Battery Life: The battery is also very good and easily lasts a few days.,The battery should last for multiple days.
1,0,"Time Display, Sleep Monitor, Phone Call, Heart Rate Monitor",2,1,Unisex Adult,"I have been on the smartwatch fence for a while. I had a fitness tracker but missed wearing my watches (I like watches). After seeing the Ticwatch Kickstarter campaign, I thought that this might be the one. My only regret is not getting in on the Kickstarter. It is very light and comfortable, has all of the watch faces you could ever want , and is also a good fitness tracker. The GPS is a great feature and the added speaker for phone calls is surprisingly nice. I get 30 hours on average for battery which is more than enough. Take the plunge, you will love it!",107,Yes,Battery Life: I get 30 hours on average for battery which is more than enough.,The customer needs the smart watch to have a battery life that lasts at least 30 hours on average.
1,1,"Fitness Tracker (Pedometer/Calories/Distance), Heart rate monitoring, Sleep Monitor, 25 Sport Modes, Stopwatch, Sedentary Reminder, IP68 Waterproof, Blood Oxygen Monitor, Call Notifications, SMS and APP Messages, 6 levels of Brightness Adjustment, Weather Display, 2 Temperature Unit, Function Page Sort, Drink Water Reminder, GPS tracking, Stopwatch, Timer, Calculator, Alarm Clock, Do Not Disturb/Power-saving Mode, Find watchFitness Tracker (Pedometer/Calories/Distance), Heart rate monitoring, Sleep Monitor, 25 Sport Modes, Stopwatch, Sedentary Reminder, IP68 Waterproof, Blood Oxygen Moni…  See more",2,0,"Men,Women",For the price this watch has all the essential features. It looks sleek and has great battery life. The user interface is intuitive and the fitness tracker is quite accurate. Loved it!,32,Yes,Battery Life: great battery life,The customer needs a smart watch with great battery life.
2,2,"Fitness Tracker (Pedometer/Calories/Distance), 7 Sports Modes, IP68 Waterproof, Call Notifications, SMS and APP Messages (WhatsAPP, Facebook...), Music & Camera Control, Brightness Adjustment, Weather Display, Sedentary & Drink Water Reminder, GPS tracking, Stopwatch, Timer, Calculator, Alarm Clock, Find watch/phoneFitness Tracker (Pedometer/Calories/Distance), 7 Sports Modes, IP68 Waterproof, Call Notifications, SMS and APP Messages (WhatsAPP, Facebook...), Music & Camera Contro…  See more",2,0,Unisex Adult,"This watch exceeds my expectations for its price.  It has a pedometer, calories tracker, phone call alert, exercise notifications, heart rate monitor, sleep analysis, blood pressure monitor, blood oxygen content, and more. There are many screens to choose from, I use one that displays charge, time, day, date, steps, calories, and heart rate (pic).  Swipe the touch screen and you have access to all functions with a quick touch (pic).  I am very happy with my purchase and would buy it again.",82,Yes,"Screen Size: touch screen
Display Type: many screens to choose from
Battery Life: displays charge","The customer needs a touch screen.  
The customer needs many screens to choose from.  
The customer needs the display to show the battery charge."
2,2,Heart Rate Monitor,2,0,"Men,Women",The look of the watch is amazing and the strapes is too good and flexible . Packaging is too good and it has many functions . Battery is too good and this watch is light in weight . It works great . Calls and messages are so clear . It’s like a mini smart phone . I love this watch a lot and will definitely buy one more in future the same watch and would recommend this to others also .,81,Yes,Battery Life: Battery is too good,The customer needs the battery life to be excellent.
2,0,"Blood Pressure Monitor, Video Call, Activity Tracker, Alarm Clock, Heart Rate Monitor",2,0,"Men, Boys, Unisex Youth, Girls","Wanted a cheaper alternative to the iwatch. This came with two adjustable straps, the silicon one is very soft. The app is free and easy to use. Legit same concept as the Apple Watch. Also has some cool health features like blood pressure monitoring and blood oxygen level. Watch charges fast. Lots of customizable faces and features. Perfect for kids. Tracks your steps and sleep etc. good value for the money!",71,Yes,Battery Life: Watch charges fast.,The watch needs to have a fast charging battery.
1,1,"Breath Monitor, Distance Tracker, Activity Tracker, Alarm Clock, Calorie Tracker",2,1,Men,I am very please with this watch after trying 3 others that did not provide what this watch does.<br />The call function is very good.<br />Screen icons are easy to read and the selection is excellent.<br />Had a question and the customer service response was excellent.<br />Battery life is very good.<br />Mobile app is very easy to read.,58,Yes,Battery Life: Battery life is very good.,The customer needs the battery life to be very good.
0,2,"Time Display, GPS, Heart Rate Monitor",2,1,Unisex Adult,"Great watch, I use it to play golf, bike and tenis and work perfect, just need to know how to manage battery so could last longer. The only thing for me is that the original band is a little small but Ive already found great bands on amazon. I used to have a Fitbit and like this more than my fitbit, although the fitbit is better for measuring sleep and steps.",71,Yes,Battery Life: just need to know how to manage battery so could last longer,The customer needs the battery to last longer with proper management.
0,1,"Email, Calendaring, Sedentary Reminder, Activity Tracker, Pedometer, Time Display, Sleep Monitor, Text Messaging, Alarm Clock, Camera, Calorie Tracker, Notifications, Heart Rate MonitorEmail, Calendaring, Sedentary Reminder, Activity Tracker, Pedometer, Time Display, Sleep Monitor, Text Messaging, Alarm Clock, Camera, Calorie Tracker, Notifications, Heart R…  See more",2,1,"Men,Women","Purchased this for my friend. It arrived three days earlier than expected. The packaging improved over the last generation. The rose gold color looks very good. My friend is very impressed with the functionalities particularly, heart rate monitoring, music control, and the fact that it is water proof (really important in the current times when frequent hand wishing is needed). The battery life of this watch is very good. Overall this is an excellent smart watch for its price range.",80,Yes,Battery Life: The battery life of this watch is very good.,The watch needs to have a very good battery life.
2,2,"Sleep Monitor, Multisport Tracker, Alarm Clock, Phone Call, Music Player",2,1,"Men,Women","I took a chance based off the reviews and to my surprise I wasn't disappointed. It's not a name brand watch but has many features of a high priced one. I love my watch. The battery life is accurate. Now what I will say is that the 02 sat, temperature, pulse aren't really accurate. The bp reading may have come close to what my actual bp was the 2 times I used it. I will try it again but those aren't the most important features to me but I do feel it's important that they should be close to accuracy. I wouldn't mind being able to switch out the band though.",111,Yes,Battery Life: The battery life is accurate.,The battery life is accurate.
0,1,"1)Fashionable Full Touch Screen Design with classic round screen and 1.3-inch HD glass screen (color on-screen display) 2)Adjustable grade silicone strap is healthy, environmentally friendly, and very comfortable to wear, perfect for men / women / kids. 3)Excellent hiking watches / outdoor watch / altimeter watch 4）All-day activity tracker. (Distance / steps / calories) 5）fitness tracker (breathing training / blood pressure / heart rate / sleep monitoring)1)Fashionable Full Touch Screen Design with classic round screen and 1.3-inch HD glass screen (color on-screen display) 2)Adjustable grade silicone strap is healthy, environmenta…  See more",2,0,"Men,Women","Unlike the one I had before I can read this one outside while exercising.  Fairly close on heart rate, and<br />blood  pressure is in the ball park.  Last about 4 days of wearing it 8 hours a day, though I haven't run it<br />all the way down yet.",48,Yes,Battery Life: Last about 4 days of wearing it 8 hours a day,The smart watch needs to last about 4 days when worn 8 hours a day.
2,1,Heart Rate Monitor,2,1,Women girls,"I have had this one week. The display is easy to see. The watch is easy to use. It is comfortable to wear. The only issue I had was activating, I think that was more from my lack of reading directions. Overall, great for the price!!",46,Yes,Display Type,The customer needs a display that is easy to read and visually appealing.
